userID ItemID FitRate StyleRate
1219 40 1 5 
1219 17 3 1 
1220 78 4 4 
1220 23 1 5 
1220 94 3 3 
1221 7 4 4 
1221 81 3 4 
1221 27 1 1 
1222 21 5 2 
1223 76 3 1 
1223 34 4 4 
1223 69 5 1 
1223 37 2 4 
1224 35 1 5 
1224 85 1 4 
1225 90 2 2 
1225 92 3 1 
1225 33 3 2 
1225 54 1 1 
1225 16 4 4 
1226 26 3 1 
1226 6 5 4 
1226 78 4 4 
1227 25 4 4 
1227 58 5 2 
1227 66 1 2 
1228 37 5 4 
1228 10 5 1 
1228 95 3 3 
1228 59 2 1 
1229 92 4 3 
1229 54 3 1 
1229 27 4 3 
1229 97 4 2 
1229 6 3 1 
1230 22 1 2 
1230 46 1 3 
1230 45 1 5 
1230 91 1 3 
1231 8 1 4 
1232 11 2 4 
1232 40 2 1 
1232 12 3 5 
1232 83 4 5 
1232 13 2 3 
1233 79 1 5 
1233 49 3 3 
1234 32 2 2 
1234 94 5 1 
1234 48 3 4 
1234 93 1 1 
1235 25 3 3 
1236 93 1 1 
1236 37 2 4 
1236 97 3 4 
1237 92 3 3 
1237 13 4 2 
1237 59 1 1 
1237 18 3 3 
1237 79 3 3 
1238 59 2 4 
1238 68 1 1 
1238 89 1 5 
1238 57 4 4 
1238 73 3 4 
1239 85 1 1 
1239 19 5 2 
1240 49 3 1 
1241 25 4 1 
1241 20 3 5 
1241 1 3 4 
1241 90 5 4 
1241 59 4 5 
1242 41 3 2 
1242 91 1 3 
1242 22 3 2 
1242 71 5 5 
1243 10 3 2 
1243 57 1 4 
1244 79 1 2 
1244 72 4 4 
1244 9 4 4 
1244 82 1 1 
1244 81 4 1 
1245 96 5 5 
1245 14 4 5 
1246 50 1 5 
1247 59 2 4 
1248 51 4 5 
1249 91 2 3 
1249 54 4 2 
1249 46 3 2 
1250 33 2 1 
1250 83 5 3 
1250 62 1 1 
1250 42 5 2 
1251 88 3 5 
1251 81 4 4 
1251 21 5 1 
1252 30 3 4 
1252 88 2 4 
1252 20 2 5 
1252 57 3 5 
1252 15 4 1 
1253 81 1 5 
1253 70 5 2 
1254 84 4 5 
1255 91 3 5 
1255 74 2 1 
1256 88 5 2 
1256 68 3 2 
1256 50 2 2 
1257 11 2 2 
1257 74 4 3 
1257 68 3 3 
1257 5 3 5 
1257 80 5 4 
1258 82 1 2 
1258 62 4 2 
1259 88 5 4 
1259 72 4 2 
1259 32 5 1 
1259 62 2 1 
1260 31 5 4 
1260 1 4 5 
1261 33 4 2 
1261 1 2 5 
1261 32 2 5 
1261 75 5 5 
1261 100 3 5 
1262 28 1 4 
1262 66 3 2 
1263 44 2 3 
1263 86 2 3 
1263 33 3 4 
1264 36 3 4 
1264 69 4 4 
1264 31 4 5 
1265 30 5 3 
1266 57 3 2 
1266 61 5 5 
1266 20 1 1 
1266 88 3 5 
1267 66 2 2 
1267 75 1 1 
1268 11 4 2 
1268 86 4 3 
1268 11 4 1 
1268 57 4 5 
1268 55 2 3 
1269 42 1 4 
1269 55 3 4 
1269 51 4 4 
1269 27 5 3 
1270 48 5 2 
1271 63 1 4 
1271 86 4 3 
1271 83 2 1 
1271 67 1 5 
1271 56 1 2 
1272 18 2 1 
1272 31 3 3 
1272 90 1 5 
1273 84 3 2 
1273 47 1 4 
1273 95 4 2 
1273 6 5 1 
1273 15 4 1 
1274 99 4 3 
1274 88 1 3 
1275 56 4 4 
1275 38 3 1 
1276 61 5 3 
1276 95 3 4 
1276 23 3 1 
1276 50 5 5 
1276 27 2 3 
1277 13 3 4 
1277 54 4 1 
1277 9 4 5 
1277 43 2 3 
1277 54 5 3 
1278 99 5 2 
1278 100 5 5 
1279 60 5 2 
1279 27 2 2 
1280 63 3 1 
1280 45 4 5 
1281 6 4 5 
1282 33 3 4 
1283 36 2 3 
1283 12 1 5 
1284 49 4 3 
1284 97 2 1 
1285 50 3 4 
1285 13 1 4 
1285 85 5 3 
1286 99 4 3 
1286 82 1 2 
1286 35 1 4 
1286 92 2 3 
1287 92 4 5 
1287 92 1 2 
1287 47 4 1 
1287 80 2 1 
1288 40 1 5 
1288 15 4 4 
1288 95 2 2 
1288 73 1 2 
1289 36 1 1 
1290 11 3 2 
1290 95 1 5 
1290 82 5 4 
1290 78 2 1 
1291 1 2 2 
1292 28 2 2 
1292 62 1 2 
1292 42 3 1 
1292 21 3 3 
1293 84 1 4 
1293 65 3 4 
1293 77 4 5 
1294 56 2 5 
1295 90 2 3 
1295 83 3 3 
1295 3 4 1 
1295 15 4 3 
1296 95 2 4 
1296 66 1 2 
1296 26 3 3 
1297 24 2 5 
1297 84 4 4 
1297 87 4 5 
1298 87 2 5 
1298 84 1 3 
1298 13 3 1 
1298 77 5 4 
1298 36 3 4 
1299 12 3 1 
1299 38 4 5 
1299 70 4 2 
1299 23 1 3 
1299 47 5 5 
1300 93 3 4 
1300 32 3 2 
1300 55 5 5 
1300 84 3 1 
1301 29 2 4 
1301 8 2 5 
1302 17 1 3 
1302 87 2 3 
1302 29 1 5 
1302 95 1 2 
1302 32 3 4 
1303 64 3 3 
1303 95 5 3 
1303 19 1 5 
1304 45 2 1 
1304 61 3 5 
1304 61 4 3 
1304 70 5 1 
1305 2 5 4 
1305 94 4 1 
1306 99 1 1 
1306 88 4 5 
1306 96 1 1 
1307 96 4 3 
1307 75 4 2 
1308 5 2 4 
1309 85 4 5 
1309 57 1 3 
1309 29 3 5 
1310 77 5 1 
1311 25 5 2 
1311 86 5 1 
1311 63 2 5 
1312 89 2 5 
1313 79 4 2 
1313 45 5 5 
1313 52 1 2 
1313 88 3 5 
1314 49 3 4 
1314 26 4 4 
1315 29 5 1 
1315 17 4 5 
1315 31 5 2 
1316 14 1 5 
1316 99 3 2 
1316 52 1 4 
1317 84 3 2 
1317 80 4 1 
1318 48 4 1 
1318 82 3 4 
1318 63 2 3 
1319 8 5 4 
1319 89 1 5 
1319 35 4 3 
1319 20 4 2 
1320 3 5 5 
1320 49 5 1 
1320 10 5 1 
1321 9 4 5 
1322 47 3 3 
1322 0 3 3 
1322 76 3 2 
1323 50 5 3 
1323 64 1 4 
1323 13 4 2 
1323 18 4 3 
1324 85 4 5 
1324 41 5 3 
1324 5 2 5 
1325 76 4 5 
1326 1 1 1 
1326 88 1 5 
1327 13 3 2 
1327 7 4 2 
1327 12 5 5 
1327 62 2 2 
1327 0 4 2 
1328 63 4 4 
1328 45 2 4 
1328 15 2 3 
1328 79 5 3 
1328 97 4 1 
1329 13 4 3 
1330 1 2 4 
1330 90 3 4 
1330 65 4 5 
1330 57 5 3 
1331 46 1 2 
1331 7 3 1 
1331 27 1 3 
1331 19 1 5 
1332 70 5 1 
1333 95 2 3 
1334 20 1 4 
1335 22 5 1 
1335 4 4 4 
1335 33 1 1 
1335 81 1 1 
1336 79 2 3 
1336 18 4 1 
1337 90 2 3 
1337 39 5 5 
1338 36 3 1 
1339 27 2 4 
1339 84 4 4 
1340 75 3 4 
1340 64 5 3 
1341 28 2 4 
1341 57 3 4 
1341 43 3 5 
1341 49 3 5 
1342 81 2 5 
1342 38 3 3 
1342 58 1 5 
1343 15 3 2 
1343 62 3 4 
1343 87 2 3 
1343 95 1 5 
1344 53 2 2 
1344 80 2 1 
1345 93 3 4 
1345 75 3 1 
1345 76 3 3 
1345 18 3 4 
1345 81 5 5 
1346 52 4 2 
1346 69 4 2 
1346 70 5 4 
1347 37 3 5 
1347 48 5 3 
1347 21 5 4 
1347 98 2 3 
1347 35 4 3 
1348 26 5 4 
1348 80 3 1 
1348 53 1 2 
1349 64 2 4 
1349 32 1 4 
1349 36 5 4 
1349 4 3 3 
1349 98 1 5 
1350 80 5 4 
1350 16 5 2 
1350 1 1 1 
1350 28 5 3 
1350 68 4 2 
1351 60 4 1 
1351 99 4 1 
1351 66 4 3 
1351 64 1 2 
1352 100 2 1 
1352 99 1 2 
1352 27 3 2 
1352 91 5 5 
1352 97 3 3 
1353 80 3 1 
1353 100 2 4 
1354 15 2 4 
1354 37 2 3 
1354 100 5 4 
1354 46 2 4 
1355 27 5 2 
1355 41 3 4 
1355 79 5 1 
1355 49 5 4 
1355 50 5 5 
1356 47 2 4 
1356 99 3 1 
1356 37 2 3 
1356 24 5 5 
1356 58 5 4 
1357 61 5 4 
1357 58 2 1 
1357 42 5 5 
1357 85 5 4 
1358 85 1 3 
1359 51 3 5 
1359 21 3 1 
1359 48 4 4 
1360 66 3 1 
1360 72 2 2 
1360 5 1 5 
1360 57 3 1 
1360 51 3 1 
1361 86 2 3 
1361 44 5 4 
1361 18 3 2 
1361 100 5 4 
1362 20 2 3 
1362 32 4 4 
1362 4 5 5 
1362 49 4 2 
1363 31 5 1 
1364 11 2 1 
1364 52 2 4 
1364 5 2 5 
1364 1 4 5 
1364 76 3 5 
1365 83 1 2 
1366 35 4 3 
1366 88 2 1 
1367 63 1 3 
1367 34 1 4 
1367 54 3 2 
1367 11 2 1 
1368 81 2 2 
1369 99 5 1 
1369 88 2 1 
1369 60 3 3 
1370 86 3 2 
1370 68 5 1 
1370 10 5 2 
1370 97 3 4 
1371 93 2 3 
1371 67 4 5 
1372 95 3 1 
1373 99 4 3 
1373 32 5 5 
1374 85 1 1 
1375 78 5 3 
1375 98 1 3 
1375 77 1 1 
1376 88 1 3 
1376 58 1 3 
1376 14 1 2 
1377 79 2 4 
1378 18 4 3 
1378 4 1 5 
1378 52 4 4 
1378 24 1 5 
1378 48 1 5 
1379 15 3 1 
1379 81 4 4 
1379 82 5 4 
1379 52 5 1 
1379 73 2 3 
1380 64 5 1 
1380 41 1 5 
1380 16 2 5 
1381 48 2 2 
1382 72 5 3 
1382 72 1 1 
1382 74 4 3 
1382 3 1 4 
1383 59 3 5 
1383 52 5 5 
1384 52 3 1 
1385 63 2 5 
1385 74 1 3 
1386 32 3 3 
1387 70 2 5 
1388 67 3 5 
1388 49 4 4 
1389 7 3 5 
1389 56 2 2 
1390 71 2 4 
1390 91 3 5 
1390 45 2 2 
1390 68 3 1 
1390 88 3 3 
1391 56 2 4 
1391 99 2 2 
1391 85 3 2 
1391 24 5 3 
1391 84 4 2 
1392 85 1 3 
1392 89 3 4 
1392 92 2 4 
1392 14 1 2 
1393 26 2 5 
1393 99 2 3 
1393 64 4 2 
1393 80 5 2 
1394 13 5 2 
1395 10 2 2 
1395 48 4 4 
1395 69 4 4 
1396 12 1 5 
1396 71 5 4 
1396 34 3 4 
1397 27 3 2 
1397 53 4 5 
1397 15 5 4 
1398 19 2 4 
1399 96 4 4 
1399 18 3 2 
1400 4 5 2 
1400 48 5 1 
1400 67 1 2 
1400 62 1 5 
1400 33 1 3 
1401 2 5 3 
1401 2 1 3 
1402 29 1 3 
1402 25 1 3 
1403 65 1 3 
1403 31 5 3 
1403 79 2 4 
1403 25 4 2 
1403 31 5 5 
1404 7 2 4 
1404 76 4 3 
1404 55 3 5 
1405 7 2 5 
1405 43 3 2 
1405 38 1 2 
1405 94 4 1 
1405 58 4 1 
1406 3 4 5 
1407 89 2 4 
1407 63 2 3 
1408 89 3 1 
1409 13 2 5 
1410 11 5 2 
1410 73 2 4 
1410 97 3 3 
1410 13 1 1 
1411 95 1 3 
1412 7 2 5 
1413 45 2 4 
1413 82 1 4 
1413 32 3 5 
1414 7 1 2 
1414 68 1 5 
1414 83 2 3 
1414 76 4 2 
1415 82 4 4 
1415 63 5 5 
1415 55 1 2 
1415 91 5 1 
1415 68 4 3 
1416 72 4 1 
1416 14 5 4 
1416 20 2 1 
1416 77 4 3 
1416 44 5 1 
1417 80 3 5 
1417 51 2 2 
1417 97 3 4 
1417 75 3 2 
1417 31 1 5 
1418 35 2 5 
1419 79 2 1 
1419 79 2 5 
1419 71 1 5 
1419 72 5 1 
1420 44 3 3 
1420 93 2 3 
1420 93 5 1 
1420 96 2 4 
1421 80 4 3 
1421 88 1 3 
1421 54 3 5 
1421 54 4 5 
1422 70 4 2 
1422 32 5 2 
1422 83 4 1 
1422 85 2 5 
1423 38 2 1 
1423 48 5 1 
1423 91 3 1 
1423 90 1 1 
1424 64 2 2 
1424 79 3 5 
1424 99 4 5 
1424 56 2 2 
1424 51 4 2 
1425 86 4 2 
1425 54 3 4 
1425 99 4 4 
1425 16 2 1 
1426 53 3 3 
1426 80 4 4 
1426 9 1 5 
1426 59 2 3 
1427 95 3 2 
1427 4 1 3 
1427 67 2 2 
1427 11 1 4 
1428 89 1 1 
1428 52 4 5 
1429 63 1 2 
1429 23 1 1 
1429 82 5 3 
1429 52 1 4 
1429 57 3 2 
1430 11 5 1 
1430 61 2 3 
1430 39 1 1 
1430 78 5 1 
1431 68 2 2 
1431 1 2 1 
1431 1 5 2 
1431 88 2 4 
1432 11 2 2 
1432 100 1 5 
1432 56 4 3 
1433 69 4 1 
1433 75 3 5 
1433 45 3 2 
1433 60 3 5 
1433 57 5 1 
1434 90 2 3 
1435 40 1 2 
1435 0 4 4 
1435 96 5 3 
1435 21 1 1 
1435 93 3 3 
1436 95 3 5 
1436 72 4 1 
1436 66 2 5 
1436 62 1 2 
1436 73 5 1 
1437 91 2 2 
1437 9 3 1 
1437 10 3 2 
1438 49 1 5 
1439 51 4 4 
1440 92 3 1 
1440 37 4 5 
1440 17 1 3 
1441 68 4 1 
1442 76 1 3 
1443 5 2 3 
1443 15 4 2 
1444 46 5 5 
1445 32 4 1 
1445 35 3 2 
1445 86 1 5 
1446 80 1 3 
1446 39 3 2 
1447 63 5 2 
1448 50 3 5 
1448 16 4 4 
1448 0 2 3 
1449 32 4 2 
1450 94 4 3 
1450 21 5 1 
1450 49 2 1 
1451 49 2 3 
1451 97 2 4 
1451 10 3 1 
1451 99 3 2 
1452 36 2 4 
1452 1 2 2 
1452 1 4 4 
1453 92 3 1 
1454 4 5 2 
1454 40 4 3 
1454 41 1 5 
1454 8 1 4 
1455 87 4 4 
1455 23 5 3 
1456 86 4 3 
1456 39 1 4 
1456 42 5 2 
1457 62 3 4 
1457 34 1 1 
1458 54 3 5 
1458 29 3 5 
1458 14 1 1 
1458 90 1 5 
1459 18 3 4 
1459 68 3 3 
1459 33 2 3 
1459 53 5 3 
1460 90 5 3 
1460 94 2 2 
1460 97 1 1 
1461 62 3 3 
1462 30 4 1 
1462 50 1 2 
1463 80 2 4 
1463 62 3 5 
1463 52 3 4 
1463 42 1 2 
1463 55 1 2 
1464 4 5 3 
1464 98 4 2 
1465 82 5 2 
1465 93 2 2 
1465 47 1 2 
1465 23 4 4 
1465 3 5 1 
1466 45 2 2 
1466 72 2 4 
1467 83 4 3 
1467 58 2 4 
1467 37 5 2 
1467 95 2 1 
1467 95 1 1 
1468 54 5 4 
1468 5 2 1 
1468 87 2 4 
1469 77 4 2 
1469 89 4 3 
1469 83 2 5 
1469 48 3 4 
1470 24 5 5 
1471 96 5 2 
1471 36 1 1 
1472 61 1 2 
1472 26 5 2 
1472 24 1 5 
1472 46 1 3 
1473 18 2 5 
1473 51 4 1 
1473 10 1 4 
1473 67 4 2 
1473 80 3 5 
1474 45 5 5 
1474 54 5 3 
1474 15 5 5 
1475 61 3 5 
1475 12 2 4 
1475 52 3 2 
1475 80 1 1 
1475 15 1 2 
1476 82 3 5 
1476 73 3 2 
1476 0 5 2 
1476 0 4 2 
1476 37 3 5 
1477 49 1 5 
1477 85 5 1 
1477 51 4 4 
1477 66 5 5 
1477 54 2 3 
1478 80 4 2 
1478 82 2 2 
1478 85 3 1 
1479 81 5 5 
1479 11 4 5 
1479 60 2 4 
1479 43 3 3 
1480 51 3 2 
1480 70 5 5 
1481 32 3 2 
1481 88 4 1 
1481 39 5 4 
1481 76 1 2 
1482 43 1 5 
1482 68 3 1 
1482 40 4 2 
1482 37 2 3 
1483 93 3 4 
1483 14 1 3 
1483 35 4 1 
1483 57 3 3 
1484 39 2 5 
1484 15 3 4 
1485 11 4 3 
1485 22 5 3 
1485 15 5 4 
1486 10 4 2 
1486 72 1 2 
1487 32 1 4 
1487 56 1 3 
1487 85 1 4 
1488 71 3 5 
1488 58 1 1 
1488 65 1 4 
1488 82 3 5 
1488 34 3 3 
1489 59 3 4 
1489 33 2 3 
1489 18 1 3 
1489 55 4 4 
1490 35 5 1 
1490 83 5 4 
1491 7 2 3 
1491 95 1 5 
1491 34 2 5 
1491 1 4 1 
1491 61 2 2 
1492 68 5 1 
1492 57 3 1 
1492 32 1 2 
1492 12 4 1 
1492 89 1 1 
1493 48 2 1 
1493 41 3 5 
1493 52 3 1 
1494 90 1 2 
1494 84 3 1 
1495 55 2 5 
1495 73 5 4 
1496 93 1 4 
1497 90 4 4 
1497 43 3 5 
1497 8 5 5 
1497 84 5 3 
1497 38 5 4 
1498 42 1 4 
1498 100 1 5 
1498 29 2 5 
1498 2 1 1 
1498 65 3 3 
1499 19 2 2 
1500 2 3 3 
1500 6 3 3 
1500 96 3 4 
1500 21 4 2 
1501 82 2 4 
1501 5 2 1 
1501 86 5 2 
1501 13 3 2 
1501 66 1 5 
1502 79 3 2 
1502 9 1 2 
1502 6 5 3 
1503 87 1 4 
1503 38 2 4 
1503 66 1 1 
1503 80 5 5 
1503 28 2 1 
1504 95 5 1 
1504 57 4 2 
1504 76 1 2 
1504 45 2 5 
1505 71 1 1 
1505 11 3 2 
1505 85 1 4 
1505 45 2 2 
1505 41 3 5 
1506 66 5 2 
1506 96 2 4 
1506 56 3 3 
1507 98 2 2 
1507 27 4 5 
1507 21 1 3 
1507 52 4 5 
1508 56 2 2 
1508 90 3 5 
1508 59 5 4 
1509 1 3 2 
1509 1 5 1 
1510 60 4 5 
1510 87 5 4 
1510 11 2 1 
1510 70 1 2 
1511 63 4 2 
1511 63 1 5 
1511 80 1 5 
1511 39 2 1 
1512 83 1 2 
1512 85 1 4 
1512 18 1 3 
1513 88 2 1 
1513 58 2 2 
1513 31 2 4 
1513 84 2 1 
1514 79 5 5 
1514 73 5 4 
1514 80 4 4 
1515 91 1 2 
1515 58 1 1 
1515 72 4 3 
1515 28 2 4 
1515 66 1 4 
1516 55 4 1 
1516 2 3 4 
1516 18 5 1 
1516 33 1 3 
1516 65 4 4 
1517 36 2 2 
1518 44 1 5 
1518 16 1 3 
1518 16 3 5 
1518 84 5 1 
1519 15 4 5 
1519 4 3 4 
1520 69 1 4 
1520 7 1 1 
1521 51 2 4 
1522 85 3 5 
1522 79 1 2 
1522 8 5 2 
1522 41 5 1 
1522 69 5 5 
1523 82 2 1 
1523 26 4 3 
1523 61 3 1 
1523 20 2 1 
1524 65 1 1 
1525 81 3 5 
1525 64 1 5 
1525 80 1 5 
1525 55 5 1 
1525 22 3 3 
1526 31 5 5 
1526 75 5 5 
1526 84 4 4 
1526 65 3 3 
1526 79 2 3 
1527 16 1 4 
1527 71 1 3 
1527 100 1 5 
1527 80 3 2 
1527 66 3 4 
1528 16 3 2 
1528 25 3 4 
1528 34 5 4 
1528 66 5 4 
1528 79 3 2 
1529 0 5 3 
1529 52 1 1 
1529 56 5 4 
1530 12 5 1 
1530 1 1 1 
1530 18 4 4 
1530 47 3 2 
1531 63 2 2 
1531 26 5 3 
1531 39 3 1 
1531 63 4 4 
1531 13 1 3 
1532 19 2 1 
1532 5 4 4 
1532 61 3 3 
1533 91 2 4 
1533 30 2 3 
1533 97 4 5 
1533 37 5 4 
1534 82 3 2 
1535 80 3 1 
1535 76 5 3 
1535 69 1 4 
1535 28 1 4 
1536 34 2 5 
1536 11 1 1 
1536 20 5 5 
1536 80 1 5 
1537 47 3 1 
1538 14 5 1 
1538 3 5 4 
1538 79 5 4 
1538 58 5 3 
1539 64 2 4 
1539 46 3 4 
1540 4 2 5 
1541 68 5 3 
1541 69 3 3 
1541 26 1 2 
1541 48 2 3 
1541 68 5 4 
1542 58 4 1 
1542 5 5 4 
1542 34 5 2 
1542 90 5 5 
1543 96 2 4 
1543 28 4 3 
1544 77 3 4 
1544 88 4 2 
1544 97 4 4 
1544 94 4 2 
1545 95 4 2 
1546 16 3 1 
1546 41 1 2 
1546 10 3 4 
1547 51 1 3 
1547 5 5 1 
1548 84 2 5 
1548 65 3 1 
1548 82 4 5 
1549 88 4 5 
1549 14 1 5 
1549 33 2 2 
1549 91 1 2 
1550 93 4 1 
1550 100 1 5 
1550 47 3 2 
1551 60 3 3 
1551 33 3 4 
1552 51 1 1 
1552 23 3 4 
1552 45 5 4 
1553 40 2 3 
1553 76 2 5 
1553 35 3 4 
1553 42 3 3 
1553 39 3 4 
1554 86 5 2 
1554 28 1 2 
1554 11 2 1 
1554 1 4 4 
1555 27 2 2 
1555 36 5 3 
1555 57 3 2 
1556 70 1 5 
1556 28 4 3 
1557 33 5 3 
1557 98 5 4 
1557 2 1 5 
1558 65 2 3 
1558 75 4 3 
1558 82 5 4 
1559 7 2 1 
1559 41 5 2 
1559 82 2 1 
1559 1 1 2 
1560 17 1 2 
1560 14 3 1 
1560 4 3 5 
1560 2 1 4 
1561 59 5 3 
1561 7 4 2 
1562 69 2 2 
1562 1 2 5 
1562 20 4 3 
1562 2 1 5 
1563 91 3 4 
1563 95 1 3 
1563 17 4 5 
1563 72 3 3 
1564 20 2 1 
1564 37 3 4 
1564 2 4 3 
1564 80 2 2 
1565 51 5 1 
1566 4 5 1 
1566 51 2 1 
1567 36 1 3 
1567 48 5 4 
1567 70 5 4 
1567 35 2 1 
1568 93 1 3 
1568 20 3 1 
1568 85 3 2 
1568 34 4 2 
1569 31 1 4 
1569 14 5 5 
1569 3 5 1 
1569 9 5 1 
1569 3 1 3 
1570 41 1 1 
1570 32 1 3 
1571 23 4 1 
1571 94 5 2 
1572 32 3 2 
1572 98 3 2 
1572 57 5 4 
1573 79 2 2 
1574 13 5 1 
1574 49 4 3 
1574 66 4 1 
1575 50 4 1 
1575 44 2 3 
1575 15 3 3 
1575 5 5 4 
1575 6 4 5 
1576 71 2 4 
1576 2 1 5 
1576 34 3 2 
1577 58 2 1 
1577 64 1 1 
1577 70 5 4 
1577 100 1 4 
1578 30 5 4 
1579 4 2 5 
1579 95 4 4 
1579 27 1 4 
1579 96 4 5 
1579 10 1 1 
1580 57 3 2 
1580 14 2 2 
1581 34 4 3 
1581 29 2 3 
1582 60 1 3 
1582 17 3 5 
1582 15 4 4 
1582 44 3 1 
1583 87 1 5 
1583 56 3 5 
1584 14 4 5 
1584 37 3 4 
1584 10 5 4 
1584 92 3 2 
1584 39 5 3 
1585 32 3 4 
1585 5 2 3 
1586 4 2 4 
1586 52 5 2 
1587 54 2 2 
1587 62 1 5 
1587 16 2 3 
1587 11 2 4 
1588 3 4 5 
1588 28 5 1 
1589 91 5 3 
1590 77 2 1 
1590 25 1 5 
1590 16 2 1 
1590 62 2 2 
1591 97 3 5 
1591 63 1 4 
1592 92 2 3 
1592 26 1 3 
1593 10 3 2 
1593 71 1 1 
1593 93 4 2 
1593 89 4 1 
1594 42 5 1 
1595 79 4 5 
1595 62 3 3 
1595 65 3 5 
1595 75 1 5 
1596 43 5 3 
1596 66 2 3 
1597 50 3 5 
1597 84 2 3 
1597 21 3 4 
1598 67 3 2 
1599 35 4 1 
1599 84 2 4 
1600 35 4 5 
1600 27 1 2 
1600 61 2 1 
1600 12 2 5 
1601 8 3 4 
1601 29 3 3 
1602 85 5 3 
1603 68 1 2 
1603 78 3 2 
1603 14 4 4 
1603 41 5 4 
1604 28 4 5 
1604 49 4 3 
1604 71 4 5 
1604 35 2 1 
1605 12 3 4 
1605 7 5 5 
1605 25 5 3 
1605 48 5 1 
1606 59 4 2 
1606 34 2 5 
1606 100 5 2 
1606 36 4 2 
1606 75 3 5 
1607 41 4 1 
1608 80 1 4 
1608 49 3 1 
1608 18 3 3 
1608 41 3 4 
1608 42 1 3 
1609 22 3 3 
1610 86 4 5 
1610 89 1 1 
1610 40 5 1 
1611 21 1 1 
1611 72 2 2 
1611 38 3 2 
1611 55 1 3 
1611 30 5 4 
1612 82 4 3 
1612 24 2 2 
1612 65 3 5 
1612 35 3 2 
1612 15 3 1 
1613 66 2 2 
1613 62 4 3 
1613 93 2 4 
1613 22 2 1 
1614 75 2 4 
1614 13 3 5 
1614 80 4 1 
1615 10 1 1 
1615 45 2 5 
1615 77 1 5 
1615 96 2 5 
1616 54 3 5 
1616 93 5 3 
1617 45 4 3 
1617 47 2 4 
1618 66 4 2 
1618 1 2 3 
1619 76 1 4 
1619 55 2 4 
1619 13 4 1 
1619 55 1 1 
1619 38 5 5 
1620 1 2 2 
1620 53 4 5 
1620 2 1 5 
1621 33 2 2 
1622 48 1 1 
1622 72 4 4 
1622 51 2 2 
1623 48 4 2 
1623 87 3 1 
1623 45 1 5 
1624 63 4 1 
1625 54 5 3 
1626 84 1 4 
1626 20 3 5 
1626 40 1 1 
1626 29 4 4 
1626 16 4 4 
1627 14 2 5 
1627 75 2 2 
1627 81 2 1 
1628 42 2 4 
1628 96 1 2 
1629 99 4 5 
1629 4 2 5 
1629 94 5 5 
1630 25 4 4 
1630 61 1 3 
1630 19 5 2 
1630 75 5 5 
1631 77 4 2 
1631 38 3 3 
1631 37 4 2 
1631 6 3 2 
1631 4 3 4 
1632 30 1 2 
1632 29 5 3 
1633 17 1 2 
1634 66 4 3 
1634 25 4 4 
1634 25 2 4 
1634 33 1 3 
1635 3 1 1 
1636 65 1 1 
1636 30 5 5 
1636 34 5 1 
1636 12 1 1 
1636 36 1 2 
1637 6 5 5 
1638 43 1 4 
1638 76 3 1 
1639 67 3 1 
1639 55 5 3 
1639 0 2 3 
1639 65 2 2 
1639 54 5 3 
1640 14 2 2 
1640 8 5 3 
1641 31 4 4 
1641 34 4 3 
1641 54 2 3 
1642 94 1 4 
1642 50 4 3 
1642 76 2 4 
1642 17 2 5 
1642 37 2 1 
1643 14 5 4 
1643 28 3 4 
1643 88 4 4 
1644 62 3 1 
1644 87 2 2 
1644 66 5 1 
1644 10 5 4 
1645 44 4 2 
1645 99 5 5 
1645 29 4 5 
1646 33 2 3 
1646 69 3 4 
1646 89 1 4 
1646 57 5 4 
1647 30 5 1 
1647 66 3 3 
1647 25 2 4 
1648 54 3 5 
1648 59 2 4 
1648 97 1 4 
1648 96 4 3 
1648 55 3 3 
1649 77 4 2 
1649 97 5 1 
1649 2 4 2 
1649 90 3 5 
1649 23 3 3 
1650 68 2 3 
1651 38 4 5 
1651 56 2 2 
1651 41 2 1 
1651 17 5 2 
1651 19 2 4 
1652 62 1 1 
1652 100 2 3 
1652 55 5 3 
1652 38 4 5 
1653 59 3 5 
1653 72 3 2 
1653 89 5 4 
1654 48 3 4 
1654 65 1 4 
1655 32 3 3 
1655 20 5 2 
1655 78 3 4 
1655 87 3 3 
1656 5 1 2 
1656 70 2 1 
1656 25 5 2 
1656 80 1 1 
1656 90 1 3 
1657 52 4 1 
1657 38 1 3 
1657 67 3 2 
1657 88 1 4 
1658 19 1 2 
1658 57 1 5 
1658 18 3 2 
1659 49 4 1 
1659 25 2 5 
1660 63 3 1 
1660 44 3 4 
1660 81 2 2 
1661 69 1 3 
1661 56 2 1 
1661 10 4 1 
1661 92 5 2 
1661 21 3 2 
1662 75 3 5 
1662 0 3 5 
1662 52 2 1 
1662 9 2 4 
1663 10 4 2 
1663 51 2 1 
1663 58 4 4 
1663 44 5 2 
1664 91 5 3 
1664 16 5 5 
1664 74 4 4 
1664 62 4 1 
1665 17 4 2 
1665 83 1 5 
1665 31 5 4 
1666 96 2 2 
1666 80 2 3 
1666 66 1 3 
1667 59 3 2 
1667 80 4 3 
1668 91 5 1 
1668 22 1 3 
1668 14 4 3 
1669 98 3 4 
1669 38 1 2 
1669 57 4 4 
1670 12 1 5 
1670 90 4 5 
1670 56 1 2 
1670 4 1 2 
1670 67 1 3 
1671 11 3 4 
1671 74 1 4 
1672 7 2 5 
1673 67 1 2 
1673 59 4 1 
1673 9 2 3 
1673 26 2 3 
1673 21 4 5 
1674 48 5 1 
1674 85 2 5 
