98,N/A,1,2.21,68.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,30,80,2018-03-12 19:56:45.585,2018-03-12 19:56:45.585,1,1,2,8,249,10,12,\N,2,6,\N,\N,8,\N,\N,\N,\N,\N,\N,\N,4,\N
99,N/A,2,2.21,86.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,30,80,2018-03-12 20:00:01.470,2018-03-12 20:00:01.470,1,1,2,8,249,10,12,\N,2,6,\N,\N,8,\N,\N,\N,\N,\N,\N,\N,4,K8004
100,N/A,3,2.21,48.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,0,70,2018-03-12 20:07:35.965,2018-03-12 20:07:35.965,2,3,1,8,250,2,2,\N,5,6,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
101,N/A,3,2.21,48.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,20,80,2018-03-12 20:11:28.121,2018-03-12 20:11:28.121,2,3,1,8,250,2,2,\N,5,6,\N,\N,2,\N,\N,\N,\N,\N,\N,\N,1,\N
102,Yes,2,2.21,84.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,40,100,2018-03-14 16:22:15.350,2018-03-14 16:22:15.350,1,2,2,20,62,9,2,\N,2,17,\N,\N,\N,\N,\N,\N,\N,\N,2,3,\N,\N
103,Yes,4,2.21,84.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,30,80,2018-03-14 17:43:04.867,2018-03-14 17:43:04.867,1,1,2,19,248,2,2,\N,2,20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
104,Yes,3,2.21,68.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,100,2018-03-14 17:50:56.521,2018-03-14 17:50:56.521,1,1,2,21,223,\N,\N,1,2,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
105,N/A,3,2.21,68.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,0,90,2018-03-14 17:55:25.220,2018-03-14 17:55:25.220,7,9,2,8,225,3,2,\N,5,1,\N,\N,12,\N,\N,\N,\N,\N,\N,\N,4,\N
106,Yes,4,2.21,82.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,20,80,2018-03-14 17:59:08.710,2018-03-14 17:59:08.710,4,1,3,7,223,2,2,\N,5,14,2,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N
107,N/A,2,2.21,72.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,0,70,2018-03-14 18:15:44.108,2018-03-14 18:15:44.108,4,1,3,22,249,2,10,\N,5,6,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
108,N/A,4,2.21,68.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,80,2018-03-14 18:26:12.607,2018-03-14 18:26:12.607,4,1,3,8,251,2,2,\N,5,7,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
110,N/A,2,2.21,139.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,5,0,70,2018-03-14 18:57:06.468,2018-03-14 18:57:06.468,13,1,3,23,250,\N,\N,1,5,6,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
111,N/A,1,3.75,68.00,Bunnies Picnic,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,50,100,2018-03-14 19:42:02.158,2018-03-29 15:19:21.978,30,1,2,24,252,\N,\N,1,10,3,\N,\N,4,\N,\N,\N,\N,\N,\N,\N,4,\N
112,N/A,3,00.00,48.00,Children's Club,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,10,70,2018-03-14 20:11:10.239,2018-03-14 20:11:10.239,15,1,2,25,249,10,10,\N,1,6,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
113,Yes,2,00.00,64.00,Children's Club,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,30,100,2018-03-14 20:48:37.364,2018-03-14 20:48:37.364,15,1,2,25,223,10,11,\N,1,17,\N,\N,\N,\N,\N,\N,\N,\N,2,5,\N,\N
114,Yes,3,2.21,64.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,30,100,2018-03-14 20:53:05.640,2018-03-14 20:53:05.640,1,1,2,8,223,2,2,\N,2,17,\N,\N,\N,\N,\N,\N,\N,\N,2,5,\N,\N
115,N/A,4,2.21,38.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,0,70,2018-03-14 20:59:22.817,2018-03-14 20:59:22.817,1,1,2,8,251,2,2,\N,2,7,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,4,\N
116,Yes,3,2.21,52.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,20,90,2018-03-14 21:03:40.270,2018-03-14 21:03:40.270,1,1,1,8,223,2,2,\N,2,14,5,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N
117,Yes,2,4.00,34.00,Bunnies Picnic,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,110,2018-03-15 16:16:06.587,2018-03-29 18:34:19.831,16,6,2,8,156,2,11,\N,10,17,\N,\N,\N,\N,\N,\N,\N,\N,2,3,\N,LENA H
119,Yes,5,2.21,75.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,0,80,2018-03-15 16:28:58.322,2018-03-15 16:28:58.322,1,1,2,7,230,2,2,\N,2,14,2,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,\N
120,N/A,3,4.00,78.00,Bunnies Picnic,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,0,70,2018-03-15 16:43:43.205,2018-03-15 16:43:43.205,17,19,3,8,253,2,12,\N,10,6,\N,\N,2,\N,\N,\N,\N,\N,\N,\N,4,\N
121,N/A,1,00.00,50.00,Children's Club,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,80,2018-03-15 16:51:16.648,2018-03-15 16:51:16.648,15,1,2,26,254,10,11,\N,1,12,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,1,\N
122,N/A,1,00.00,50.00,Children's Club,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,80,2018-03-15 16:51:17.384,2018-03-15 16:51:17.384,15,1,2,26,254,10,11,\N,1,12,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,1,\N
123,No,2,00.00,179.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,2,0,70,2018-03-15 17:00:00.385,2018-03-15 17:00:00.385,13,1,2,27,255,3,3,\N,5,24,\N,10,\N,\N,\N,\N,\N,\N,\N,\N,2,\N
124,Yes,2,00.00,98.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-16 16:36:07.570,2018-03-16 16:36:07.570,18,1,3,8,17,2,4,\N,5,15,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,\N
125,N/A,1,2.21,75.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,30,80,2018-03-16 16:56:59.679,2018-03-16 16:56:59.679,1,1,2,8,249,2,2,\N,2,6,\N,\N,8,\N,\N,\N,\N,\N,\N,\N,4,\N
126,N/A,3,2.21,86.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,50,80,2018-03-16 17:25:50.860,2018-03-16 17:25:50.860,1,1,2,8,225,2,2,\N,2,8,\N,\N,12,\N,\N,\N,\N,\N,\N,\N,1,\N
127,Yes,4,00.00,69.oo,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,90,2018-03-16 18:21:07.226,2018-03-16 18:21:07.226,13,1,1,25,256,2,2,\N,5,15,\N,\N,\N,\N,\N,\N,\N,5,\N,\N,\N,\N
128,N/A,4,2.21,65.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,60,90,2018-03-16 18:22:11.141,2018-03-16 18:22:11.141,1,1,3,28,230,2,2,\N,2,12,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,1,\N
129,No,2,00.00,86.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,50,70,2018-03-16 18:33:57.521,2018-03-16 18:33:57.521,6,1,1,8,194,2,2,\N,5,14,3,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N
130,No,5,00.00,38.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-16 19:15:19.592,2018-03-16 19:15:19.592,6,1,2,10,230,2,2,\N,5,15,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
131,Yes,5,00.00,38.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,50,70,2018-03-16 19:32:48.500,2018-03-16 19:32:48.500,6,1,1,8,230,2,2,\N,5,14,3,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N
132,N/A,1,2.21,57.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,100,2018-03-16 19:52:07.929,2018-03-16 19:52:07.929,1,1,2,8,258,2,2,\N,2,1,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,2,\N
133,No,1,2.21,124.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,1,70,110,2018-03-16 20:07:14.689,2018-03-16 20:07:14.689,1,1,2,8,246,1,2,\N,2,24,\N,19,\N,\N,\N,\N,\N,\N,\N,\N,1,\N
134,Yes,2,2.21,95.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-16 20:14:35.938,2018-03-16 20:14:35.938,1,1,2,7,17,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2019211
135,Yes,3,2.21,95.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,60,80,2018-03-16 20:27:40.038,2018-03-16 20:27:40.038,1,1,2,7,17,2,2,\N,2,14,1,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,2017211
137,No,1,2.21,124.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,1,70,110,2018-03-16 20:49:40.106,2018-03-16 20:49:40.106,1,1,2,8,258,2,2,\N,2,24,\N,19,\N,\N,\N,\N,\N,\N,\N,\N,1,\N
139,N/A,1,2.21,62.00,Anais & I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-16 21:10:34.749,2018-03-16 21:10:34.749,1,1,2,8,84,2,11,\N,2,1,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,1,1049411
140,Yes,1,2.21,64.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,60,80,2018-03-16 21:32:07.689,2018-03-16 21:32:07.689,1,1,2,8,84,2,11,\N,2,14,3,\N,\N,\N,\N,\N,4,\N,\N,\N,\N,\N
141,Yes,2,00.00,38.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,70,110,2018-03-19 15:49:46.445,2018-03-19 15:49:46.445,2,1,2,29,223,2,2,\N,5,15,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,ELAND 510806
142,Yes,2,00.00,38.00,Luxaby,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-19 16:55:59.750,2018-03-19 16:55:59.750,2,1,1,8,223,2,2,\N,5,15,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,ELAND_6282
144,N/A,2,2.21,64.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-19 19:24:00.571,2018-03-19 19:24:00.571,1,1,2,8,257,2,2,\N,2,1,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,5,Anais & I_1029511
145,No,3,2.21,103.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,2,60,110,2018-03-19 19:35:16.517,2018-03-19 19:35:16.517,1,1,2,8,223,2,2,\N,2,24,\N,2,\N,\N,\N,\N,\N,\N,\N,\N,1,3020211
146,Yes,5,2.21,64.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,1,60,110,2018-03-19 19:49:23.058,2018-03-19 19:49:23.058,1,1,3,7,230,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,Anais & I_2032111
147,N/A,2,2.21,81.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,90,2018-03-19 21:00:05.790,2018-03-19 21:00:05.790,1,1,2,8,157,2,11,\N,2,1,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,4,Anais & I_Vincent Tunic
148,Yes,2,2.21,114.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,0,80,2018-03-19 22:13:23.257,2018-03-19 22:13:23.257,1,1,2,7,225,2,2,\N,2,20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Anais & I_2020211
149,Yes,2,2.21,84.00,Anais and I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,70,110,2018-03-19 22:43:07.842,2018-03-19 22:43:07.842,1,1,2,7,225,2,2,\N,2,15,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,Anais & I_2042211
150,Yes,2,2.21,86.00,AnaisandICloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,80,110,2018-03-20 17:45:03.781,2018-03-20 17:45:03.781,1,1,2,8,229,2,11,\N,2,22,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
151,N/A,1,2.21,86.00,AnaisandI CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,80,2018-03-20 18:58:33.155,2018-03-20 18:58:33.155,1,1,2,8,259,10,12,\N,2,6,\N,\N,4,\N,\N,\N,\N,\N,\N,\N,4,Anais & I_6036511
152,No,1,00.00,48.00,Luxaby CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,80,2018-03-20 19:15:11.766,2018-03-20 19:15:11.766,2,1,3,8,222,2,2,\N,5,14,4,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,ELAND_6276
153,No,5,00.00,38.00,Luxaby CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,70,100,2018-03-20 19:43:11.429,2018-03-20 19:43:11.429,2,1,1,8,222,2,2,\N,5,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
154,No,2,00.00,62.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-22 16:36:19.921,2018-03-22 16:36:19.921,20,3,2,8,260,2,2,\N,1,18,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,\N,\N
155,Yes,2,00.00,72.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,5,70,110,2018-03-22 16:51:36.512,2018-03-22 16:51:36.512,20,3,3,8,107,2,2,\N,1,19,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
156,N/A,2,00.00,72.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,5,60,110,2018-03-22 17:07:50.436,2018-03-22 17:07:50.436,20,3,2,8,107,2,2,\N,2,24,\N,5,\N,\N,\N,\N,\N,\N,\N,\N,1,\N
157,No,3,00.00,40.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,70,110,2018-03-22 17:16:21.542,2018-03-22 17:16:21.542,20,3,2,25,261,2,2,\N,1,19,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N,\N
158,No,2,00.00,48.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,5,60,110,2018-03-22 17:34:09.678,2018-03-22 17:34:09.678,20,3,2,8,262,2,2,\N,1,24,\N,5,\N,\N,\N,\N,\N,\N,\N,\N,1,\N
159,N/A,3,00.00,60.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,90,2018-03-22 18:05:36.574,2018-03-22 18:05:36.574,21,1,1,8,157,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
160,N/A,3,00.00,60.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-22 18:17:53.148,2018-03-22 18:17:53.148,21,1,1,8,17,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
161,N/A,3,00.00,60.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,80,2018-03-22 18:36:35.263,2018-03-22 18:36:35.263,21,1,1,8,264,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
162,N/A,3,00.00,60.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,80,2018-03-22 18:58:57.351,2018-03-22 18:58:57.351,21,1,1,8,263,2,2,\N,1,2,\N,\N,10,\N,\N,\N,\N,\N,\N,\N,4,\N
163,No,3,00.00,60.00,Proof of Concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,0,70,2018-03-22 19:18:58.839,2018-03-22 19:18:58.839,21,1,1,8,264,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
164,Yes,5,2.00,30.00,Nula Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,5,30,100,2018-03-23 17:32:09.132,2018-03-23 17:32:09.132,22,6,2,30,223,1,3,\N,2,16,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,NULA_114-003
165,N/A,3,3.00,30.00,nula closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Yes,No,\N,4,70,110,2018-03-23 17:38:50.592,2018-03-23 17:38:50.592,22,6,2,8,260,2,2,\N,2,24,\N,2,\N,\N,\N,\N,\N,\N,\N,\N,6,NULA_111-004
166,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 17:50:42.751,2018-03-23 17:50:42.751,21,1,1,8,263,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
167,Yes,4,19000.00,110q.00,Luxaby CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,30,100,2018-03-23 17:59:58.632,2018-03-23 17:59:58.632,23,4,1,8,230,2,1,\N,5,14,3,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,CAROLINA ZAPF_4979
168,N/A,4,3.00,30.00,Tie back top,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Yes,\N,\N,4,70,110,2018-03-23 18:07:30.722,2018-03-23 18:07:30.722,22,6,2,8,260,2,2,\N,2,8,\N,\N,3,\N,\N,\N,\N,\N,\N,\N,5,NULA_112-003
169,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,110,2018-03-23 18:11:39.045,2018-03-23 18:11:39.045,21,1,1,8,17,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,FRENCHIE MINI COUTURE_20037
171,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 18:18:29.645,2018-03-23 18:18:29.645,21,1,1,8,17,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
172,Yes,5,2.21,90.00,AnaisandI CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,2,20,100,2018-03-23 18:47:08.205,2018-03-23 18:47:08.205,1,1,2,7,230,2,2,\N,2,14,1,\N,\N,\N,\N,\N,6,\N,\N,\N,\N,\N
173,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 18:53:46.722,2018-03-23 18:53:46.722,21,1,1,8,157,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,\N
174,Yes,2,2.21,70.00,AnaisandI CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,110,2018-03-23 19:08:31.014,2018-03-23 19:08:31.014,1,1,2,8,81,2,10,\N,2,19,\N,\N,\N,\N,\N,7,\N,\N,\N,\N,\N,\N
175,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 19:17:00.839,2018-03-23 19:17:00.839,21,1,2,8,194,2,2,\N,1,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
176,No,3,2.21,97.00,AnaisandI CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,60,110,2018-03-23 19:18:20.947,2018-03-23 19:18:20.947,1,1,2,8,223,2,2,\N,2,18,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,Anais & I_2046411
177,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 19:33:43.935,2018-03-23 19:33:43.935,21,1,1,8,93,2,2,\N,1,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
178,N/A,2,5.00,13.00,Phisticates,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Yes,\N,\N,4,40,100,2018-03-23 19:34:14.529,2018-03-23 19:34:14.529,24,3,3,8,6,9,10,\N,9,1,\N,\N,12,\N,\N,\N,\N,\N,\N,\N,4,\N
179,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,40,110,2018-03-23 19:44:30.997,2018-03-23 19:44:30.997,21,1,1,8,93,2,2,\N,1,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
180,N/A,1,2.21,110.00,AnaisandI CloseOut,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,No,\N,3,50,110,2018-03-23 19:45:29.266,2018-03-23 19:45:29.266,1,1,2,32,231,2,10,\N,2,25,\N,4,\N,\N,\N,\N,\N,\N,\N,\N,6,Anais & I_3040211
181,N/A,4,2.21,35.00,anais&i closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,70,110,2018-03-23 19:50:23.592,2018-03-23 19:50:23.592,1,6,2,8,229,2,10,\N,2,3,\N,\N,12,\N,\N,\N,\N,\N,\N,\N,6,\N
182,N/A,3,00.00,60.00,proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,40,110,2018-03-23 19:54:55.640,2018-03-23 19:54:55.640,21,1,1,8,17,2,2,\N,1,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
183,N/A,4,2.19,35.00,Anais & i closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,70,110,2018-03-23 20:31:28.567,2018-03-23 20:31:28.567,1,6,2,8,229,2,12,\N,2,15,\N,\N,\N,\N,\N,\N,\N,6,\N,\N,\N,\N
184,N/A,4,2.19,35.00,anais & I closeout ,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,70,110,2018-03-23 20:40:13.228,2018-03-23 20:40:13.228,1,6,2,8,229,2,12,\N,2,1,\N,\N,4,\N,\N,\N,\N,\N,\N,\N,6,\N
185,N/A,4,00.00,50.00,Frenchie mini couture,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,60,90,2018-03-23 20:54:36.937,2018-03-23 20:54:36.937,21,1,1,8,157,2,2,\N,2,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
186,N/A,4,00.00,50.00,Frenchie mini couture closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,4,50,80,2018-03-23 21:25:55.547,2018-03-23 21:25:55.547,21,1,1,8,157,2,2,\N,2,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,\N
187,No,3,0.00,60.00,PROOF OF CONCEPT,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,30,80,2018-03-26 15:28:43.638,2018-03-26 15:28:43.638,21,1,1,8,264,2,2,\N,1,21,\N,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,FRENCHIE MINI COUTURE_2001B
188,No,3,0.00,60.00,Proof of concept,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,20,70,2018-03-26 15:56:03.628,2018-03-26 15:56:03.628,21,1,1,8,264,2,2,\N,1,2,\N,\N,14,\N,\N,\N,\N,\N,\N,\N,4,FRENCHIE MINI COUTURE_2001
189,Yes,1,2.21,99.00,A&I Closeout,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,No,\N,\N,3,50,110,2018-03-26 16:02:11.940,2018-03-26 16:02:11.940,1,1,2,32,231,2,10,\N,2,17,\N,\N,\N,\N,\N,\N,\N,\N,2,1,\N,Anais & I_4009211
